category,text
REAL,"@HubbardJeff @Healthline So much conspiracy BS surrounding masks - if they'd been smart from the beginning they should have said that NOT wearing a mask will make you impotent, then maybe everyone would wear one. 🙄"
REAL,@JoyceHermit @Healthline I can only conclude people are idiots
REAL,@HubbardJeff @Healthline Dear god.
REAL,"@HubbardJeff @Healthline This should be obvious, but the anti-mask morons latch onto any conspiracy theory they can to validate their political beliefs."
REAL,"@TDEMomof3 Someone posted this in a FB group yesterday when the news came that NV gov ordered Face Masks worn in public, starting Friday. 

This isn't even a thing. The FTBA isn't a Gov. Entity. &amp; people are so dumb thinking this'll work. https://t.co"
REAL,"@TDEMomof3 I was worried about my ortho Dr. , my nuero surgeon, my heart surgeon, etc.  they ware masks daily !"
REAL,"Do you feel safe in @realDonaldTrump’s America? Praying for the people of Texas and Arizona. Viruses don’t see red and blue. You can’t kill germs with propaganda. To those still in the Trump cult, there is a way out. Listen to health officials. Protect your family and community."
REAL,"@Scaramucci @realDonaldTrump READ the BOX...This is one reason we are unhealthy!  We need to breathe Oxygen, not our own CO2 and Germs. https://t.co/SYzfrJOfc7"
REAL,@Heartwords3 @Scaramucci @realDonaldTrump Listen up. As has been stated SO MANY TIMES ALREADY... The mask lowers the risk that you will transmit the virus to others by trapping the aerosol that you EXHALE. Your mask cannot POSSIBLY hold enough CO2 that yo
REAL,"@TheQueenLourdes @Heartwords3 @Scaramucci @realDonaldTrump CO2 is not poisonous; as a gas, CO2 itself will not hurt you. This is an important fact to remember, as carbon dioxide is a vital part of the environment. The human breathing mechanism actual revo"
REAL,"@DrJackyDavis They've worn them in Japan for decades if they have a cold. When I was there, I kept my distance for sure."
REAL,@SteelFolk Andy – hard to understand why it’s been such a struggle to get the idea launched here
REAL,@NeilFlochMD Not a bad reason to wear a mask 😷 at all.
REAL,@realDeeirene @gigiwestover @SidneyPowell1 @DorotaG @AlexBerenson Reading now that there are cases of Type 1 Diabetes resulting from covid?? (Usually this is caused from from battling another virus). Would not wish T1D on anyone.  These  things change the
REAL,@JoeBanner13 It's a pretty common-sense idea.
REAL,"@AlbertBreer @JoeBanner13 I've been saying the same thing and the over active drama people act like I'm out here trying to kill someone,The smartest most common sense thing  to do is get it now and out of the way so when the season starts you don't have t"
REAL,@TrumpUgrads @AlbertBreer @JoeBanner13 Time will tell Mr Jeff but the outlook for anyone young and healthy that gets the virus right now is very VERY good!In fact look at the stats for young healthy https://t.co/ouJdDwsozl will find there much more likely
REAL,@mikecarb @TrumpUgrads @AlbertBreer @JoeBanner13 My goodness let's block all young people from driving.We will save lives!
REAL,"@sbias77 @TrumpUgrads @AlbertBreer @JoeBanner13 U originally said ""get it now and out of the way""  These are potential long-term complications associated with contracting COVID19, for ANYONE, including young people. and to minimize the risk of infection """
REAL,@mikecarb @TrumpUgrads @AlbertBreer @JoeBanner13 That's not what I'm https://t.co/48tcEGkvrf not saying it dont effect young people.Listen to the words that you see on your screen.Its extremely rare for a young healthy individual to have a case of covid y
REAL,@Cirrocumulus1 Masks essential socially.
REAL,@SobAlert no need when out 4 walk?
REAL,"@KelvinBSP @Tim_Hayward_ That coronaviruses mutate is well established. That's why we get cold and flu seasons. There isn't much scientific support that a vaccine will 'kill off COVID-19' and protect people. In fact, evidence points to the opposite.

Vari"
REAL,@evidencenotfear @Tim_Hayward_ It seems the Covid-19 conspiracists are hoping that we will never find a vaccine.
REAL,"Why would antibodies not protect someone from reinfection?
Is it because the virus mutated?
@cspanwj"
REAL,@headlines_see @barkway @thehipi @cspanwj Wow. That would make it almost impossible to develop a vaccine.
REAL,"@JoyceHutchens3 @Healthline Inevitably, this virus 'will' mutate. Those trying to 'wish' this virus away by their unsafe actions, are in for a cruel surprise."
REAL,"@Gardenergirl29 Could you tell me what you find iffy? I’m not an expert, just love science and read to try to understand, and am following discussion of some of the medical sources, virologists, mentioned in this overview and the website. The article wa"
REAL,@alphonsemaryve Why is there not a follow up on this story???
REAL,"@davepxp @NotKennyRogers I appreciate your candor. I agree. I believe the opperative word of that quote is “their” and not “hoax”. 🍻 cheers

Unfortunately, many people ran away with his use of the word “hoax” https://t.co/a28DVe8m4l"
REAL,"@senCyr @davepxp @NotKennyRogers If you managed to read passed the headline the article says 
“An online survey of about 2,500 people in England &amp; published in May by Cambridge University Press found that while half of people didn’t engage in “c"
REAL,@senCyr @davepxp @NotKennyRogers about 25 percent either showed a consistent pattern or ‘very high levels’ of endorsing those ideas.”
REAL,"@CurbProphet @davepxp @NotKennyRogers You must be new here. There are character limits. The headline is true in its intent.

Don’t know why I bother to reply when this isn’t the medium for dialogue and understanding anyway (see character limits)"
REAL,"@senCyr @davepxp @NotKennyRogers Character limits don’t prevent you from reading an article, nor posting the relevant portion as I did. It’s not true to intent. What you’re saying is that “many people ran away” with it when it’s 625 people in "
