category,text
FAKE,Coronavirus immunity: Can you catch it twice? https://t.co/vowotwrQmS
FAKE,"@BipedNi @BBCScienceNews by combining a HIV-based pseudovirus system with cell lines expressing the #ACE2 molecules of human, or horseshoe bat. In addition to full-length S of SL-CoV and SARS-CoV, a series of S chimeras was constructed
https://t.co/TQ9Cwd"
FAKE,@TomFitton @EpochTimes https://t.co/oSeqyuQZRN https://t.co/5zrZiVXcpe
FAKE,@TomFitton @EpochTimes Thank You🇺🇸‼️
FAKE,@TomFitton @EpochTimes Looks interesting
FAKE,"@TomFitton @kwteaparty @EpochTimes Thanks, Tom. Heart stopping. Every American needs to see this ."
FAKE,@TomFitton @EpochTimes Keep up the good work buddy
FAKE,@TomFitton @EpochTimes Tom (shirts not) Fitton
FAKE,@TomFitton @EpochTimes It was really informative.
FAKE,@TomFitton @EpochTimes Open our country now. The shutdowns are unconstitutional.  One more second closed is one step closer to nwo https://t.co/7J4nVEv93x
FAKE,@TomFitton @EpochTimes Judicial Watch and Tom Finton are going to save this country!!!!
FAKE,"[Exclusive investigative report] The first documentary movie on the origin of CCP virus(Coronavirus)
https://t.co/7C99VNBsHy"
FAKE,@realTuckFrumper @PrincessBravato Pennsylvania is willing to make a trade for Santorum. Any takers? Patio furniture or old bottles are acceptable.
FAKE,"@realTuckFrumper Rick Santorum ? He used to be a Senator, now he’s nobody."
FAKE,@realTuckFrumper Probably just kills him to admit that. 😏
FAKE,@realTuckFrumper That clown is part of the reason I don't watch CNN anymore.
FAKE,"@realTuckFrumper But Rick Santorum still unquestionably backs Trump.   If you had a democratic president, he would claim every grammatical error would be a reason to remove."
FAKE,"@realTuckFrumper Why does anyone talk to Santorum? No one cares what he thinks. 

#uselessIdiots"
FAKE,@realTuckFrumper Sanctimonious Rick
FAKE,"@chrisdabear @thedailybeast And another name on Trump's ""They used to like me, now when is the next bus coming"" list!"
FAKE,"@chrisdabear @thedailybeast ""The powers not delegated to the United States by the Constitution, nor prohibited by it to the States, are reserved to the States respectively, or to the people.""  
Tenth Amendment to the United States Constitution"
FAKE,@chrisdabear @thedailybeast Hey @realdonaldtrump.....Rick Santorum (one of your sycophants) just told CNN that YOU CANNOT FORCE GOVERNORS TO RE-OPEN THE STATES!
FAKE,"@chrisdabear @thedailybeast ""Admits."" That's funny. What a total game changer this ""admission"" is from a person of no consequence. Nevermind that this ""admission"" is of an obvious fact we're all aware of."
FAKE,@chrisdabear @thedailybeast Then it will be all the governor's fault.
FAKE,"@VABVOX why, i can't ask this too much, why is Rick  Santorum still getting airtime?!?!"
FAKE,"@VABVOX Finally, someone in the GOP who knows something!! Now get Trump to listen, listen and listen!"
FAKE,"@VABVOX @surfcityphoto BS; ask any lawyer about Interstate Commerce Clause &amp; Supremacy Clause of U.S. Constitution.
And about prior federal appeals court rulings on them."
FAKE,@ohiomail Total authority... https://t.co/uVYlr0Eabi
