category,text
FAKE,"2. Only older adults and young people are at risk.

SARS-CoV-2, like other coronaviruses, can infect people of any age. However, older adults or individuals with preexisting health conditions, such as diabetes or asthma, are more likely to become severely ill."
FAKE,"2. Only older adults and young people are at risk

COVID-19, like other coronaviruses, can infect people of any age. However, older adults or individuals with preexisting health conditions, such as diabetes or asthma, are more likely to become severely ill."
FAKE,"#Corona Myth &amp; Reality.

Myth: Only older adults and young people are at risk.

Reality: People of all ages can be infected by the #CoronaVirus however older people &amp; people with medical conditions might be more likely to become severely ill with the virus
#SatyHome #StayPositive"
FAKE,"COVID-19 is just like the flu

Only older adults and young people are at risk coronaviruses can infect people of any age. However, older adults or individuals with preexisting health conditions, such as diabetes or asthma, are more likely to become severely ill."
FAKE,@5151mpk1 @grumpyMichael @ScottMorrisonMP have you seen this? I thought you and your experts said children cannot get Covid-19?
FAKE,"For all the people saying #Covid_19 is just like the #Flu.
There's an average of 17,000 in the uk per annum from flu.
There's been 23,000 deaths in April alone from covid-19 and that's even while we endure the most draconian lockdown ever.
Still think it's no different from flu?"
FAKE,"Had a grown man today tell me: 
1. He refuses to watch news, all liars, all of em
2. Can’t believe any numbers, all numbers are spun
3. Yet he has some numbers that he believes, and they demonstrate that Covid 19 is just like the flu 

This is why America is fucked"
FAKE,@HughJassman6 @cutzie80 @jim_walkup @SenPolehanki So trumpesque. Now with 61k dead in 3 months and counting you're still ready to go with 'COVID-19 is just like the flu'? What'll it take? Extinction?
FAKE,"@Convertbond What about none of these. Might want to add No National Leadership. No early testing. No early Lockdown &amp; I don't mean a soft Shelter in Place. I know how the Chinese would've handled this. None of that, #COVID__19  is just like the flu a"
FAKE,"@hilltothesouth @Imamofpeace That wasn't my point. This was -

https://t.co/HcIsJsTB5T

And if you still think covid-19 is just like the flu, peace out."
FAKE,"@chrislhayes is talking about ""coronavirus trutherism""--US, and worldwide deaths, are up SIXTY PERCENT from the same period last year. 

But, y'know, we gotta open up the country (and watch more people die) because of the ""economy."" Because COVID 19 is ""j"
FAKE,Which one of the quack FOX loving doctors on TV is still saying Covid 19 is just like the flu? My parents were reciting it like the sheeple they have become since their indoctrination into FOX. 🤬
FAKE,"@LeilaniMunter Covid-19 IS just like the flu. Both are viruses, both can make you feel miserable, one you are generally better after a few days to a week....the other has a good chance of making you win your bet with the life insurance company...."
FAKE,"There are still dumb bitches that think COVID-19 is just like the flu.

Wow"
FAKE,"@JessicaTarlov @OutnumberedFNC Jessica, speaking as a right-winger, if I hear one more fellow right-winger say covid-19 is just like the flu, I'm going to take hostages. Please mention that"
FAKE,"Covid-19 is ""just like the flu"" https://t.co/yJtkEPb5JW"
FAKE,"ONS weekly deaths in London, UK, updated for wk 16; the trend continues unabated. A visual aid for those who continue to claim that COVID-19 is ""just like the flu"". https://t.co/hg1GD7tq5x. As seen on 
@MedCrisis https://t.co/8gjG9v5JmA (03:09). #COVID19  #COVID #Tableau #dataviz https://t.co/SGKELV8TcK"
FAKE,This doctor who I’ve never heard of but just watched for 12 min on YouTube says Covid-19 is just like the flu. I don’t have any medical or science background but like THIS doctor is absolutely right!
FAKE,"Excellent, devastating story. Anyone who says covid-19 is “just like the flu” needs to read this https://t.co/c1UaBU9lU1"
FAKE,"""But Covid-19 is just like the flu!"" https://t.co/YUxkwWRifB"
FAKE,@TeachOnTheRight @JPL_Reader @tedcruz Please show me some research that states Covid-19 is just like the flu. Preferably CDC/ECDC reasearch
FAKE,@soledadobrien We need these international students. Look at the GOP base. They believe the Covid-19 is just like the flu.
FAKE,"With people (including many in positions of power and influence) still insisting that Covid-19 is just like the flu, alongside our many information graphics, we have created a special meme just for them. https://t.co/PnXJHbwuUV"
FAKE,Really? Because the ones I know were saying COVID-19 is just like the flu until only a few weeks ago https://t.co/M0gdIYMT75
FAKE,"Just another post directed at the people out there who still believe that the COVID-19 is ""just like the flu.""

A normal seasonal influenza exposure will cause you to develop antibodies. But COVID-19 is absolutely NOT just like the flu!"
FAKE,@USAF_Eternally @TTStraw2 @michellmybell1 @th1rt3en_TM @geraldpayne25 @nico_manocchio @HazyPeter @lindaz333 @tklforgiven @imkimaaron @chrismardell @tsmith_m @HaircutSpock @Friendof_Darwin @Scepticdust @RJDownard @Crazyparklady1 @robster16a @JaTapps @david
FAKE,"I know y’all waiting for a “safe” time to go outside but honestly Covid-19 is just like the flu, it has to run it’s course, majority if not all of us will or have gotten it already"
FAKE,"@Chrisp1776 @washingtonpost “The flu is a much bigger threat than coronavirus, for now.” This was written before the US had any confirmed cases. And there is a difference between stating that the flu is a bigger threat and claiming Covid-19 is just li"
FAKE,"@kaykumaroct @TylerW17799573 @davequigon @JoeySalads Dude your calling me stupid cause I said covid 19 is just like the flu. You probably never experienced it but I did? You take sources from fuckin YouTube, I don’t wanna hear it. https://t.co/Doz2JHuMF"
FAKE,"#IsAMassiveUnderstatement 
covid 19 is just like the flu https://t.co/AkgyNHXfab"
FAKE,Saying covid-19 is just like the flu #IsAMassiveUnderstatement
FAKE,"Next time someone tries to tell you COVID-19 is just like the flu, remind them of these numbers https://t.co/p2G67suZMY"
FAKE,"If you think Covid-19 is just like the flu...
""The virus has killed 100 Italian doctors. That doesn’t happen during a bad flu season. The virus has killed 30 employees of the New York City Police Department. That doesn’t happen during a bad flu season"". https://t.co/Z5D0jta0Ue"
FAKE,"ONS weekly deaths in London, UK, updated for wk 15; the trend continues unabated. A visual aid for those who continue to claim that COVID-19 is ""just like the flu"". https://t.co/hg1GD7L0X5. As seen on @MedCrisis https://t.co/8gjG9uO7Y0 (03:09). #COVID19  #COVID #Tableau #dataviz https://t.co/IEogseJWwj"
FAKE,"just had an encounter with the most ignorant customer smh💀 this woman comes up and says we shouldn't be wearing masks, ""it's bad for your lungs."" ??? she continues saying covid-19 is just like the flu and the deaths didn't have anything to do with corona + https://t.co/nvupXvMHxI"
FAKE,"'We Are Not A Communist Nation': Rally Organizer Denies COVID Facts, Demands Death |
&amp; Argued on Monday that COVID-19 is “just like the flu” — even though scientists believe that it is ten times more deadly.⤵️ https://t.co/NqgtxN4XeX"
FAKE,"Read this thread if you think COVID-19 is ""just like the flu"" and appreciate actual science https://t.co/Oeb9wo06YP"
FAKE,@TamerELG Can't wait for Fox News to praise this decision and then in the next segment talk bout how America needs to end the shut down because COVID-19 is just like the flu
FAKE,"I see #MAGA and #KAGA marching in the streets, screaming to open up the country.

They are arguing the flu kills 60,000 a year and COVID-19 is just like the flu...

The problem with this argument is that COVID-19 has killed 42,000 in a MONTH."
FAKE,"@SpeakerPelosi @HouseDemocrats @ThisWeekABC Trump needs to get out and about to provide testing.  After all, Covid 19 is just like the flu according to him."
FAKE,"@leesgirl9 @MelissaJPeltier @erickbellomy If Covid-19 is just like the flu, why are they all wearing masks?"
FAKE,"@ZiadSatNam @biden_says @ronnieg1002 @OfficialJLD Ditto for Twitter. So happy for the Mute button.🙂 Fascinating how Trolls and Bots can be denying Climate Change, then opposed to Vote by Mail, then claiming COVID-19 is just like the flu. So draining…"
FAKE,"But COVID-19 is just like the flu, right? https://t.co/uIQbFi69ph"
FAKE,"Go ahead, tell me COVId-19 is just like the flu. https://t.co/8kVPjsekvB"
FAKE,"Maybe those who think COVID-19 is ""just like the flu"" should note that CDC says 24k to 60k people already died of the flu this season... and now 38k MORE to COVID-19."
FAKE,And now Brazil’s leader says COVID-19 is just like the flu 😡😡😡 the world is largely being run by egotistical narcissistic mad men😱😱😱
FAKE,@_KJKelly @THEshabbs I'm not at all suggesting that Covid-19 is just like the flu. It is clearly worse both in terms of transmission rates (R0) and mortality rates. But these charts are trying to show how it's an order of magnitude worse. Even with season
FAKE,How about it @realDonaldTrump @IngrahamAngle @seanhannity why don’t you lead the protests in person? Without masks since you think Covid-19 is just like the flu? https://t.co/iiNSBPyGYW
FAKE,"A visual aid for those who think that COVID-19 is ""just like the flu"".  https://t.co/zGEdipicsJ. As seen on @MedCrisis https://t.co/8gjG9uO7Y0 (03:09). #COVID19  #COVID #Tableau #dataviz https://t.co/ni5psWmoAn"
FAKE,"Whoever says COVID-19 is just like the flu obviously doesn't know math.

We've almost lost 40000 people and there's still about 600000 who are still sick where we don't know how many of them will recover.

All of it is @realDonaldTrump's fault for ignoring this."
FAKE,"@BCJ166 @justinamash Right. But individual responsibility requires individual responsibility. These idiots are advocating football games, going to the beach, and movie theaters. They believe COVID-19 is ""just like the flu"" and refuse to take responsibilit"
FAKE,#CoronavirusUSA deaths in a week compared with deaths from other causes. Next time someone says #Covid_19 is just like the flu show them this. https://t.co/QyZwayKRQZ
FAKE,"@StokedTweeter Spot on. Covid - 19 is just like the flu. Fu*k it. Acceptable losses. Yay, Pres. Trump. The protestors in Michigan with Confederate, Nazi and Trump flags rock!"
FAKE,"@realDonaldTrump For all the simpletons who believe COVID-19 is just like the flu or we don't stop living because of traffic accidents, etc, please explain using this graph how you plan to reopen the country
https://t.co/c2HCmFVex8
Note: This is with all "
FAKE,"Damn. Scientific information being conveyed by leadership.  And policy based on it

We get ""covid 19 is just like the flu' and the testing effort is 'the best in the world' amd its 'a big beautiful test' ...

Im jealous as hell. https://t.co/krz1w3Yqs6"
FAKE,Take a lesson from this when you’re upset about your freedom and you think COVID-19 is “just like the flu” https://t.co/lkx5iraYaP
FAKE,"For those saying COVID-19 is “just like the flu..."" https://t.co/A3CwngN288"
FAKE,"In case there is anyone out there still saying #Covid_19 is ""just like the flu"" etc. and/or is failing to understand why stay at home orders are still necessary for the time being.

Please check out this article and the attached graph:
https://t.co/r1AzOIqrKq
#Coronavirus"
FAKE,"Oh my fucking.. to read it is one thing but the way he said it...

Reminder this is the “doctor” y’all were screaming in support of because COVID-19 is “just like the flu” https://t.co/7pPi9Y7k7r"
FAKE,"Critics of social distancing and restrictions who say COVID-19 ""is *just* like the flu"" to minimize the seriosuness of our current public health crisis don't understand virology *or* history. People who understand 1918 don't minimize the devastation caused by the flu. https://t.co/1TrEfe7HLN"
FAKE,"Yeah, Covid-19 is just like the flu. https://t.co/SfqjwPUfI0"
FAKE,"@Navigatorsofth1 @CarolineMack18 People are talking about the trade offs. Perhaps you have decided that COVID-19 is ""just like the flu"" however that clearly isn't the case.

Anyway I'm ending this conversation because your contribution was somewhat hyster"
FAKE,"Thanks, Russell, excellent commentary about the start of the income protection market as always.

To say it's challenging is to say covid-19 is just like the flu, in many cases, it is nigh on impossible despite the assurances products are still open.  

https://t.co/5VZK0wmkcg"
FAKE,Share this with your crazy Unlce Liberty when he says COVID-19 is just like the flu. https://t.co/Y1JpvoDBm0
FAKE,@MozScott @JLPerchard @WHO There are also those in the US who said COVID-19 is just like the flu. The @WHO isn't perfect (which international body is?) but as US cases rocket past the rest of the world Trump is clearly looking for scapegoats to shore up h
FAKE,When people say COVID-19 is just like the flu and not that bad..... https://t.co/URoa8SR223
FAKE,"@goldencaskcap Covid-19 is just like the flu
With mortality rate at point two
Sure it moves fast
But I doubt it’d last
Let me win by sacrificing you"
FAKE,@VK_Cast @Victor__Newman @MarthaW19860146 @parkbench559 @atlpt1870 @Howlinghamster @Khalid_Hart @maggieNYT And Covid-19 is just like the flu. Trump said so.
FAKE,@bonick0 @JoeySalads Are you implying COVID-19 is just like the flu?
FAKE,A visual for the people in your life who want to believe that COVID-19 is just like the flu re: fatalities. https://t.co/CV2wDx4u4m
FAKE,Think #COVID__19 is just like the flu?   Watch this.  #stayhome  #Heroes  https://t.co/ZZFj9NwQa1
FAKE,"Why we shouldn't #OPENAMERICANOW
To those that think that #COVID__19 is just like the flu
#quaranTURN #trumpcovidfails 

https://t.co/U6M9YhMC0K https://t.co/eHcHYbgLP2"
FAKE,"I can't control myself from commenting when I see posts that say COVID-19 is just like the flu. I know no good will come of it. But, nevertheless, she persisted. IT IS NOT THE F*CKING FLU."
FAKE,"@kjkwinger6 @emhlung @kmattox1 For anyone who still thinks COVID-19 is “just like the flu”, let this sink in"
FAKE,"The more conservative news you watch, the more likely you are to be misinformed about basic information when it comes to coronavirus, this poll found...

""Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu""
https://t.co/8IPfbilSWY"
FAKE,So Covid-19 is just like the flu proven true to life in CA in NOVEMBER? https://t.co/I186QK53Md
FAKE,"Hey, Bill Spadea! 
Do you still think COVID-19 is just like the flu? 
Open your eyes.  Do you see the mass graves?
This is NOTHING like the flu!  

Workers in hazmat suits continue to dig mass graves on Hart Island https://t.co/IGgo3cTFvT via @MailOnline 

@billspadia @nj1015"
FAKE,"@ChicoTheDoggers @someknew @DJx1555 @morningmika There are two quotes in this 30 second video from February 25, including an asinine statement that COVID-19 is just like the flu. The video could easily be extended with similar and even worse quotes throug"
FAKE,Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu https://t.co/SPwgRwoDaV с помощью @periclesukraine
FAKE,All the people using #EndTheShutdown because Covid-19 is “just like the flu” yea but this it’s more violet and deadly And people with this mindset are gonna be the reason for the death of our species. The lockdown is killing me too but we gotta hold on and persevere out of this.
FAKE,@JohnnyBarone1 @MayorBeer I'm no health expert. But I haven't heard any who are who say COVID-19 is just like the flu.
FAKE,Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu https://t.co/M7LBoOXYPG https://t.co/tnRtIrJfXw
FAKE,Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu https://t.co/FaxWBEfXs8
FAKE,"The more conservative news you watch, the more likely you are to be misinformed about basic information when it comes to coronavirus, this poll found...

""Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu""
https://t.co/whANecipVd"
FAKE,"Nearly 3-In-5 Right-Wing News Viewers Still Believe COVID-19 Is Just Like The Flu
https://t.co/8IPfbi4i5q"
FAKE,"@JohnFiliss @OffGuardian0 @Sideshow_JaneV3 @MoonofA Still claiming Covid-19 is just like the flu? Facts are such a pain aren't they.
https://t.co/v4EBUkqknZ"
FAKE,"@EternalRound @mwash52 @BingaZingaZinga @NightlyPolitics I didn't block you (yet). I guess twitter glitched. And I'm still waiting for your explanation how covid-19 is ""just like the flu"" considering the fact that the relative death toll is 10 to 20 times"
FAKE,"Wow.. hope no one says stuff like ""COVID-19 is just like the flu"" any more https://t.co/Niwdwr3a0v"
