,news_id,tweet_id,reply_id,tweet_content
1,2817,1292944851445485568,1292944851940433921,"of the viruses they have seen before. This immune cell memory gives the cells a headstart in recognizing and fighting off repeat

https://t.co/jAZCGbVv9n (2/2) https://t.co/W9Zhe51m61"
2,2926,1291019363726708736,1291019674390392833,"4/

The article reports a single-center (Karolinska University Hospital in Stockholm, Sweden), consecutive hospitalized adults’ neuroimaging experience, with 47/43 (exams/pts) MRI and 222/174 CT for evaluation. 75% male, 25% mortality, 62% on ventilator (19 days mean duration) https://t.co/Afuo9fhPsh"
3,2926,1291019363726708736,1291019675652853761,"5/

Intra-axial susceptibilities were most common (74%), often with a non-spherical shape and predilection for white matter tract, suggestive of microvascular pathology (endotheliopathy, microthrombosis, and microinfarction) https://t.co/iklOvngmVr"
4,2926,1291019363726708736,1291019677041270784,"6/

Leukoencephalopathy was the second most common (44%), and may have a dynamic nature. Although nonspecific, these signals may hint at neuro-inflammatory complications of COVID-19 https://t.co/ChWxM8yJX1"
5,2926,1291019363726708736,1291019678228164609,"7/

Macrovascular pathology was also seen. 15 (8.6%) patients had acute ischemic infarcts, 11 (6.3%) with non-traumatic hemorrhage, 1 hemorrhagic infarct, and 6 patients with thin circumferential vessel wall enhancement https://t.co/YKR5HXbmtQ"
6,2926,1291019363726708736,1291019679280975874,"8/

Cranial nerve involvement included ↑ T2 of the olfactory bulb/tract (19%), optic nerve prominent subarachnoid space (56%), bilateral facial nerve enhancement (n=1) and unilateral vestibular nerve enhancement (n=1). Cauda equina nerve roots enhancement was seen in 2 cases https://t.co/cvKmyUZnxj"
7,2926,1291019363726708736,1291019680270790656,"9/

In summary, neuroimaging of COVID-19 patients show vascular and inflammatory changes. Microvascular and white matter pathology are common. Radiologists should also be vigilant for cranial nerve and spinal nerve root involvement."
8,2926,1291019363726708736,1291019681046831106,"10/

This tweetorial is based on this Radiology open-access article: https://t.co/Wdc5lHZMJ4. Check out their paper and supplemental figures.

Thanks @pollockjeff @RadITrainEditor @RadiologyEditor for support and guidance"
9,2926,1291019363726708736,1291019674390392833,"4/

The article reports a single-center (Karolinska University Hospital in Stockholm, Sweden), consecutive hospitalized adults’ neuroimaging experience, with 47/43 (exams/pts) MRI and 222/174 CT for evaluation. 75% male, 25% mortality, 62% on ventilator (19 days mean duration) https://t.co/Afuo9fhPsh"
10,2926,1291019363726708736,1291019677041270784,"6/

Leukoencephalopathy was the second most common (44%), and may have a dynamic nature. Although nonspecific, these signals may hint at neuro-inflammatory complications of COVID-19 https://t.co/ChWxM8yJX1"
11,2926,1291019363726708736,1291019678228164609,"7/

Macrovascular pathology was also seen. 15 (8.6%) patients had acute ischemic infarcts, 11 (6.3%) with non-traumatic hemorrhage, 1 hemorrhagic infarct, and 6 patients with thin circumferential vessel wall enhancement https://t.co/YKR5HXbmtQ"
12,2926,1291019363726708736,1291019679280975874,"8/

Cranial nerve involvement included ↑ T2 of the olfactory bulb/tract (19%), optic nerve prominent subarachnoid space (56%), bilateral facial nerve enhancement (n=1) and unilateral vestibular nerve enhancement (n=1). Cauda equina nerve roots enhancement was seen in 2 cases https://t.co/cvKmyUZnxj"
13,2926,1291019363726708736,1291019680270790656,"9/

In summary, neuroimaging of COVID-19 patients show vascular and inflammatory changes. Microvascular and white matter pathology are common. Radiologists should also be vigilant for cranial nerve and spinal nerve root involvement."
14,2926,1291019363726708736,1291019681046831106,"10/

This tweetorial is based on this Radiology open-access article: https://t.co/Wdc5lHZMJ4. Check out their paper and supplemental figures.

Thanks @pollockjeff @RadITrainEditor @RadiologyEditor for support and guidance"
15,2948,1279402748438593538,1279423046638612480,@_ktellen This is legit one of the funniest tweets I’ve seen.
18,3293,1279460543179431936,1279463826111553543,@DavidWaldstein W.H.O.'s on first.
19,3425,1298228668204896258,1298228687981043712,"The relentless violence finally silenced the opposition, and it seemed nobody would ever learn who these scientists were, or why they fought this thing so adamantly and passionately."
20,3425,1298228668204896258,1298228708172390400,"And PCR, though its inventor died last year, and isn’t here to address it, plays a central role in Corona terrorism."
21,3468,1283882623744512002,1283883340270055425,@EricLiptonNYT Do you feel the WH has discredited the @CDCgov ?
22,3468,1283882623744512002,1283890311429750784,@EricLiptonNYT Who's gonna want to be trapped on a cruise ship?? Not me!
28,10074,1288996001664172037,1296148722359861248,"@RepCarolMiller Sadly, a wall won't stop this, Congresswoman."
30,10074,1288996001664172037,1296150717636509697,@RepCarolMiller Pharma and docks still a thing?
31,10074,1288996001664172037,1288997159669501952,@RepCarolMiller These drugs come from your supporters in the pharmaceutical industry. Build a wall around them.
32,10074,1288996001664172037,1289175345682198529,"@RepCarolMiller In WV, unemployment benefits run out this weekend. The GOP Senate you support has gone on a 3 day weekend, leaving citizens in a lurch. They can't buy food, pay rent, utilities, etc.
How uncaring! McConnell even refuses to negotiate with House leaders!
What a vile petty group!"
38,10074,1288996001664172037,1296148722359861248,"@RepCarolMiller Sadly, a wall won't stop this, Congresswoman."
40,10074,1288996001664172037,1296150717636509697,@RepCarolMiller Pharma and docks still a thing?
41,10074,1288996001664172037,1296154080126087169,@RepCarolMiller A wall that can stop planes?
42,10074,1288996001664172037,1288998723620667393,"@RepCarolMiller Are you truly that dense? The problem is big Pharma, your pals, who want to sell as many as they can. They don't care who they sell to or what they do with them. 
We need to put the GOP behind a wall, and stop them for destroying our nation."
43,10074,1288996001664172037,1296148515647885312,@RepCarolMiller You think drugs only come from Mexico and a wall will stop that?
45,10074,1288996001664172037,1296149407000342529,@RepCarolMiller Because that’s not where the drugs come from genius.
46,10074,1288996001664172037,1296149962791817217,@RepCarolMiller How about you come up with other programs to deal with this and punishment for doctors who needlessly prescribe opioids? Many of the drugs are prescribed initially.
47,10074,1288996001664172037,1296173652300324864,@RepCarolMiller Overdoses from what? Pharmaceutical company drugs? That call is coming from inside the house - Your AG just sued CVS and Walgreens. Not sure why you think Mexico was involved at all.
48,10074,1288996001664172037,1296213676903616512,@RepCarolMiller You are an embarrassment to our county and our state. Building a wall has 0 to do with illegal drugs.
49,10074,1288996001664172037,1296225083904724992,@RepCarolMiller Aren’t those oxytocin’s coming from doctors ? In your state? Check the sources and care about your people instead of the wall
50,10074,1288996001664172037,1288997159669501952,@RepCarolMiller These drugs come from your supporters in the pharmaceutical industry. Build a wall around them.
51,10074,1288996001664172037,1296150717636509697,@RepCarolMiller Pharma and docks still a thing?
52,10074,1288996001664172037,1296154080126087169,@RepCarolMiller A wall that can stop planes?
