,news_id,tweet_id,reply_id,tweet_content
0,100000,1253283636843089920,1253282699688771584,It’s worthwhile noting that even with their updated advice (14 April) WHO do not always consider football matches held in large cities as mass gathering events. 1/2
1,100000,1253283636843089920,1253285820485767169,"Before history is rewritten, it ought to be remembered sporting events were not cancelled because they were considered as high risk in terms of amplifying disease. They were cancelled to take pressure off emergency services."
3,100001,1253959004436467713,1253802862372704261,"@Cordobesa2201 @AngelaLuna80 @sanidadgob Vergonzoso e inadmisible. 

Y tú del video y del documento? https://t.co/m5vOazAQAo"
5,100001,1253959004436467713,1253941407997399040,@Cordobesa2201 @AngelaLuna80 @sanidadgob Será que Iker Jiménez es un privilegiado de la información...
7,100001,1253959004436467713,1253951506941988865,"@Cordobesa2201 @Rumpelstinski6 @sanidadgob MINISTERIO DE SANIDAD
Centro de Coordinación de Alertas y Emergencias Sanitarias
Neumonía atípica en China. Nota informativa. Antecedentes del evento y situación actual . Diponible en su web para ciudadanos, prensa, CCAA. desde el principio."
9,100001,1253959004436467713,1253955416268124160,@Cordobesa2201 @Rumpelstinski6 @sanidadgob Que no se ha escondido ninguna información.
12,100001,1252151876587569153,1252151877812264960,"Asking people to stay at home and shutting down population movement is buying time and reducing the pressure on health systems.
But on their own, these measures will not extinguish epidemics."
13,100001,1252151876587569153,1252151879070560256,"· 9 mar. 2020
 📰 La Comunidad de Madrid aprueba medidas extraordinarias por el coronavirus https://t.co/bRDgSX27cL"
14,100001,1252151876587569153,1252151880375054338,-WHO continues to advise against the application of travel or trade restrictions to countries experiencing COVID-19 outbreaks.
15,100001,1252151876587569153,1252151881528467457,"“En una epidemia no hay culpables, todos somos víctimas”."
16,100011,1242578357495218176,1242578755098497024,@deray Kentuckian here --- I hear they get drunk and cough on each other. Wish I were kidding.
18,100011,1242578357495218176,1242578518304788487,@deray I assume it’s like a chicken pox party where people purposely try to get it?
19,100011,1242578357495218176,1242582375441354753,"@JMwalker1982 @deray yeah, chicken pox party was what i immediately thought of (having attended one as a young tot)"
20,100011,1242578357495218176,1242582235141865472,@deray The @GOP.
21,100011,1242578357495218176,1242622760926486530,@RonWaxman @deray @GOP Underrated tweet
24,100011,1242578357495218176,1242584570471632903,"@deray Bro, you gotta understand we had an insane person as gov for four years before Andy. He suggested ""chicken pox parties"" as a legit plan in lieu of vaccinating. 
We're sorry and we're trying."
26,100011,1242578357495218176,1242578772190277638,"@deray Like chicken pox parties- when one kid gets chicken pox, everyone goes to their house so they get it over with. 😳"
29,100011,1242578357495218176,1242585437043974144,@deray It sure isn’t a Mensa meeting.
30,100011,1242578357495218176,1242588174616051714,"@deray M4A just might be possible...because with these shenanigans going on, there will be a lot less people in the future drawing off the fund."
31,100011,1242578357495218176,1242581029992439815,@deray well sounds like the party was a success then.
32,100011,1242578357495218176,1242578827064336385,@deray A party we’re ppl get corona 😒
34,100011,1242578357495218176,1242580557579587591,"@deray Natural selection, baby!"
35,100011,1242578357495218176,1242588355440914432,"@deray Hmmm. Well, let's see. Walmart announced an employee in Kentucky store tested positive. So, I'm going with, answer: ""A shopping trip to a Walmart?"""
36,100011,1242578357495218176,1242579469564436480,@deray My mom made me get chicken pox on purpose when I was a kid #chickenpoxparty
37,100011,1242578357495218176,1242579797147914240,@deray It's like a plague party https://t.co/BHERWGG6VN
38,100011,1242578357495218176,1242580377195220993,@deray Neonazis were doing something similar to spread it- this is probably unrelated
39,100011,1242578357495218176,1242580399383027712,@deray A party where everyone gets coronavirus
40,100011,1242578357495218176,1242578803840430080,@deray It’s Kentucky.....
41,100011,1242578357495218176,1242603048125464576,@deray Kentucky was doing so well until this mess.
44,100011,1242578357495218176,1242601226077736960,@deray Maybe he was just hoping for the paid time off...
45,100011,1242578357495218176,1242601958831050752,@deray They gather together to deliberately spread the disease amongst themselves. https://t.co/RdPj3bOto0
46,100011,1242578357495218176,1242606859514572802,@deray The same $hi+ as measles party?!
47,100011,1242578357495218176,1242617443370987521,"@deray A soiree whereupon the guest ""coronavirus"" has been cordially invited to attend"
48,100011,1242578357495218176,1242591524535189504,@deray Is it like a Darwin Award? 👀
49,100011,1242578357495218176,1242592659090309120,@deray https://t.co/3OrJEKa07n
50,100011,1242578357495218176,1242619782517661700,"@deray You know how before they had vax for chicken pox parents would intentionally get their kids together to have ""pox parties"" and infect their kids and get it over with before it would get serious if they caught it?  That, only with COVID-19."
51,100011,1242578357495218176,1242620198794014721,@deray its a natural selection party
52,100011,1242578357495218176,1242626510403616770,@deray A bad Friday night
53,100011,1242578357495218176,1242626921113976833,@deray A MAGA rally
54,100011,1242578357495218176,1242627007659356167,@deray Florida Man has competition
55,100011,1242578357495218176,1242630153663963137,@deray I'm answering for the red side of the aisle right here but I think it's being held in the basement of some pizza place?
56,100011,1242578357495218176,1242630184521486336,@deray Omg people are actually doing this?
57,100011,1242578357495218176,1242590941858365440,@deray It's a bunch of selfish young people getting together to party. These horrible and poorly raised people have no regard for themselves or for the people they may infect. People who throw or attend #coronavirus parties are terrible people!
58,100011,1242578357495218176,1242578847301873669,@deray you don't wanna know... believe me...
59,100011,1242578357495218176,1242578888108187656,@deray This is not a joke ... Ppl still playing WTF Is a coronavirus party 🤷🏾‍♂️
60,100011,1242578357495218176,1242579477923651585,"@deray it was a success, i guess"
61,100011,1242578357495218176,1242579492016553984,@deray I'm sure it's like a hurricane party - and those rarely end well.
63,100011,1242578357495218176,1242580599925288973,@deray @RemainResistant The GOP?
64,100011,1242578357495218176,1242581434293866496,"@deray Growing up my dad’s mom would try to take him to a friends house who had the measles or chicken pox.

Apparently we have learned nothing in the intervening 60 years."
65,100011,1242578357495218176,1242584089519099904,@deray think adult chickenpox party but chickenpox is wicked when adults get it so 🤷‍♀️
66,100011,1242578357495218176,1242586199065341952,@deray Yt ppl shit
67,100011,1242578357495218176,1242590833431412736,@deray It's the official policy of the USA and the UK to deal with SARS-CoV-2.
70,100011,1242578357495218176,1242631674179051522,"@deray There ain’t no party like a Coronavirus party
Bc Coronavirus party don’t stop"
71,100011,1242578357495218176,1242635213001220096,"@deray A Trump ""briefing"". https://t.co/9XzUZQ6JBS"
72,100011,1242578357495218176,1242640282681655296,@deray My parents sent me to a chicken pox party to make sure I got it younger.
74,100011,1242578357495218176,1242690540291993600,"@deray Must be similar to Halloween- except Trump gives shot glasses of Hydroxychlorquinine just to see if it makes a Zombie. Guests: Teddy Kruger, Skeletons, Trump standing at a podium introducing the Easter Bunny &amp; The Golden Egg,"
75,100011,1242578357495218176,1242871913334149122,"@deray This has a very ""What is Depiglio?"" cadence."
77,100011,1242578357495218176,1242578950649311234,"@deray This is dumb for obvious reasons but also, we dont actually know if we will be immune to it in the long run or for how long that immunity last. With chickenpox we know"
78,100011,1242578357495218176,1242587274916671489,"@Pinkykiss @deray And even with the chicken pox we've learned that, decades later, it re-emerges as shingles."
80,100011,1242578357495218176,1242590547308666882,@deray For some insane reason 20 somethings want to expose himself to COVID-19. Similar to chickenpox party... you catch it &amp; get better &amp; don’t get it again. Nothing has proven you can’t get covid19 twice &amp; there’s no vaccine so this is pure insanity.
81,100011,1242578357495218176,1242578574823038979,@deray like a chicken pox party. people who think the disease won't be that serious try to get infected
82,100011,1242578357495218176,1242579208259489792,@deray Ha...a party during the coronavirus! Dumbasses. They should hit up #clubquarentine. No way to get it there! Lol
83,100011,1242578357495218176,1242578790871695366,@deray a place where all the know it alls and nutcases party
84,100011,1242578357495218176,1242579685839527936,@deray Suicide pact.
86,100011,1242578357495218176,1242590847012442112,@deray &lt;Shakes head slowly in disgust and disbelief...&gt; What kind of party?
87,100011,1242578357495218176,1242632124215242752,@deray Where idiots get together &amp; show us just how scary this country is.
89,100011,1242578357495218176,1242655114512551938,"@deray Apparently where stupid people go to get infected, to build their immunity to it,  so they can avoid vaccinations. Hopefully their bodies don't die before they build immunity. 🤷🏿‍♀️ #noimmunity"
90,100011,1242578357495218176,1242663664437448704,"@deray It’s like an orgy, but sad and you already know everyone is diseased, but you don’t use protection because “it builds your immune system”"
91,100011,1242578357495218176,1242737176485474304,"@deray how large was the party
what was the percentage
still not small enough number to gather yet"
92,100011,1242578357495218176,1242581713760530434,"@deray Is it like a chicken pox party, where your mom sends you on a play-date with the kid who has chicken pox, so you definitely get it?"
93,100011,1242578357495218176,1242579250118406144,@deray The Democratic Party I guess.  https://t.co/KaWRvevbc2
94,100011,1242578357495218176,1242583657061044225,"@deray if you have to ask, you can't afford it"
95,100011,1242578357495218176,1242591082690613250,@deray Maybe it's where assholes congregate after they've heard you can get coronavurus from close contact. What i want to know is do they throw their keys into a bowl and swap partners like back in the 70's?...that would make the party a little dangerous and so much more edgy!
96,100011,1242578357495218176,1242591959363063813,"@deray The infected round up some elderly folk, give 'em all a cocktail and then breath on 'em."
97,100011,1242578357495218176,1242578948292112386,@deray It’s a gathering of dangerous morons.
99,100011,1242578357495218176,1242579312286535682,"@deray Like a chicken pox party, but somehow even more stupid?"
100,100011,1242578357495218176,1242579609780129792,@deray Chicken pox party for members of a death cult.
103,100011,1242578357495218176,1242591935174529024,@deray Idiot soup
104,100011,1242578357495218176,1242596667314110465,"@deray Where you go drink with likeminded idiots who think Coronavirus is fake news, give each the virus"
106,100011,1248778880262995968,1248779442672951296,@MiamiHerald Hell. no.
107,100011,1248778880262995968,1248780747181363202,"@MiamiHerald Dr. Shiva broke it down!

Dr.SHIVA LIVE: CITiZEN SCIENCE vs. Scientific Establishment. The Path to Truth Freedom Health.

https://t.co/MzoIohuvj6"
108,100011,1248778880262995968,1248782138121519105,@MiamiHerald A mark on your head or hand so you can buy and sell
111,100011,1248778880262995968,1248831895934304256,"@MiamiHerald Is it like a the new yellow star?
Such a slippery slope but we know all the signs."
113,100011,1248778880262995968,1248785501462630400,@MiamiHerald Nope
114,100011,1248778880262995968,1248787057188769792,@MiamiHerald Horrible identity
116,100011,1248778880262995968,1248844731012046856,@MiamiHerald We need to
119,100011,1248778880262995968,1249198030873677824,@MiamiHerald Certificate of vaccination I D. .........COVID
121,100011,1248778880262995968,1249002519298220032,@MiamiHerald Big brother is watching you
122,100011,1248778880262995968,1248800466445746176,@MiamiHerald Another step in the Trump/GOP fascist coup?
124,100011,1248778880262995968,1248787009939877888,@MiamiHerald @redspicenation Bullshit!!! And hell NO
125,100011,1242813520221065216,1242822191407865857,@birdgirl1001 Pretty sure it's where #COVIDIDIOTS gather to not social distance to own the libs.🙄
126,100011,1242813520221065216,1242823388717965312,"@BlondeAnomalies I don’t think it is ok to say mean things like this. These people aren’t stupid, they are misinformed &amp; don’t understand basic public health &amp; disease progression. This makes me sad. I am watching my friends battle this illness, these people will suffer greatly &amp; that is awful."
128,100011,1242813520221065216,1242814710698795008,@snow_lynx For real? Like you are serious?
130,100011,1242813520221065216,1242814999707267074,@birdgirl1001 All fun and games until someone is on a ventilator.
131,100011,1242813520221065216,1242815631864586240,@birdgirl1001 Not sure but it doesn't sound like fun. Kinda like Russian roulette without the gun
132,100011,1242813520221065216,1242833132652580865,"@birdgirl1001 Right now, 'coronavirus party' is the GOP."
133,100011,1242813520221065216,1242814620060000256,@birdgirl1001 Like a pox party. You go in hopes of catching it.
134,100011,1242813520221065216,1242814768269815808,@ThriftyVeganEat You are for real?
135,100011,1242813520221065216,1242815681164427264,@birdgirl1001 Probably the same thing as a chicken pox party.
137,100011,1242813520221065216,1242816701647015937,"@birdgirl1001 It's Kentucky. You know exactly what it is. (As a Tennessean, I have absolutely no room to judge - but I do)."
138,100011,1242813520221065216,1242824413483094018,@birdgirl1001 The aftermath of survivors of chickenpox parties growing up plus Darwinism thrown in to make this the worst dystopian book.
139,100011,1242813520221065216,1242876584874434561,@birdgirl1001 A wake.
140,100011,1242813520221065216,1242932781895880704,@birdgirl1001 Chicken pox party?
143,100011,1242813520221065216,1242823120500727810,@birdgirl1001 Idiots who purposely got together in defiance of no congregating edicts
144,100011,1237028749977227266,1237031487712759817,@harrison3rd_c Amen🙏🏻
145,100011,1237028749977227266,1237032166544072705,@MrsSJHanna Amen
146,100011,1237028749977227266,1237032073896046595,@cassandraharr18 Amen
148,100011,1237028749977227266,1237073099968954368,@RickPender1 Amen and amen
149,100011,1237028749977227266,1237154473606250502,@harrison3rd_c @bryanakrasi There's no God like Jehovah!
150,100011,1237028749977227266,1237197232698470400,@shellbybell @bryanakrasi That's right🙌🏾🙌🏾
152,100011,1237028749977227266,1237073122253250560,@jpooyv Amen
153,100011,1237028749977227266,1237099480878592000,"@harrison3rd_c @LaVerne90748971 Certainly, your words are true! Well done, may God bless you."
154,100011,1237028749977227266,1237114181838610433,@free2chest @LaVerne90748971 Thank you and God bless you as well
155,100011,1237028749977227266,1237201340843069440,"@harrison3rd_c If I could retweet your tweet more than once, I would. I tried, without success. Our God is the biggest, strongest, most powerful force EVER! My plan to stay healthy is to wash my hands often and praise God just as often. 🙏🕯"
156,100011,1237028749977227266,1237335489981689857,@MsWrite2 Amen and amen. God bless you
157,100011,1237028749977227266,1237199859721146368,@harrison3rd_c Amen! 🕯
159,100011,1248738224513703936,1248749377524555778,@KCStar Contagion was really ahead of its time
