,news_id,tweet_id,reply_id,tweet_content
0,100166,1278262917360693248,1278288899740180484,"Q: Do I need to use a washing machine and drier to wash and dry clothes, towels and bed linen, if NO ONE in my household is a suspected or confirmed #COVID19 patient?

A: https://t.co/TdKoGmWrIr

#coronavirus #KnowtheFacts https://t.co/XUZfa7vVEg"
1,100166,1278262917360693248,1278309406812311552,"Q: How should I wash and dry clothes, towels and bed linen, if SOMEONE in my household is a suspected or confirmed #COVID19 patient?

A: https://t.co/TdKoGmWrIr

#coronavirus #KnowtheFacts https://t.co/ZMjhMgXT55"
2,100166,1278262917360693248,1278263385981808640,"@WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho All this information is beneficial for yourself, please adopt all these.
@Fitcoach_anil"
3,100166,1278262917360693248,1278263776085708802,@WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho Thats why with caneras rolling only the most socially distanced are wearing masks while the one at the Mike has moistly conversations unencombered by surgical or N95 facial coverings. Muzzle the  backbenchers before they forget not to interrupt the social interruptions. Image You
4,100166,1278262917360693248,1278264345726717953,"@WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho WHO: 👆
Worlds best swimmer before the pandemic:
https://t.co/MsvJWtRh2E"
5,100166,1278262917360693248,1278300172347416578,"@kissgyorgy @WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho That type of mask (supposedly) restricts O2 on purpose to mimick training at a higher altitude where there are naturally lower O2 levels, so that when you compete at normal altitude your system will work even better because it has more O2 than it is used to."
6,100166,1278262917360693248,1278264742398750723,@WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho Whether people should wear mask at the time of morning walk.
7,100166,1278262917360693248,1278271721338961920,@WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho All types of masks or there is an exception?
8,100166,1278262917360693248,1278271878768005121,@WHO @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho I guess gyms should be closed then
9,100166,1278262917360693248,1278279490913939465,@WHO @serapsimsekyvz @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @pahowho Siperlik ve mesafe işe yarayabilir.
