index,category,text
95000,REAL,"Really hopeful; but keeping the immune system ""at good level"" of the human body has always been observed to be more effective dealing with all forms of virus to minimum level. (Parasite Drug Shows Early Promise Against COVID-19 in Vitro)
https://t.co/LNP8bqKnKh"
95001,REAL,What can I do to protect people from the risks associated with smoking smokeless tobacco use and vaping?
95002,REAL,First Known U.S. Lung Transplant For COVID-19 Patient Performed In Chicago @NPRHealth https://t.co/Rn4vdMTmwp
95003,REAL,Is it safe to have groceries delivered?
95004,REAL,NIH Clinical Trial Shows Remdesivir Accelerates Recovery from Advanced COVID-19 | NIH: National Institute of Allergy and Infectious Diseases https://t.co/c3AVfo43JQ
95005,REAL,@Werner_deGier Long snell
95006,REAL,"@sajibcse68 @Underline_API Curious - what made you decide to use/learn Nodejs?

#JAMStack"
95007,REAL,"@FinrodHoc @GRILLZMASTERAC @fox8news I’m sorry but do you look at the data? Cases up, death rate down. Overral hospital capacity staying levelled off. Rising in some areas. Which was the entire premise of “slowing the spread” to not overwhelm hospit"
95008,REAL,"@Ada_Porg Oh I know you're not advocating it, just restating what the right wing agenda is. We didn't screen at the airports and allowed it to come in, thats why we're in a mess. Now it's getting semi under control in Scotland we need to keep it that way"
95009,REAL,"How to finance? Good news - pvt investment is going to collapse anyway, so some headroom wud be there in savings. Bad news - w/the lockdown, money multiplier⬇️-&gt; Savings⬇️ -&gt; headline itself will be constrained. Alternative - RBI buys G-Sec. Even deficit financing - its not porn."
95010,FAKE,@radiradi Great 😂
95011,REAL,"@MartinFarrer @guardian So is the spike in deaths/cases the new guy ""clearing the books"" before he starts, or did they get the old guy fired?"
95012,REAL,"@JohnROda We can tell them right now, but the owners of restaurants, bars, clubs and salons are being terrorized with the threat of losing their health permits, liquor licenses, cosmetology licenses, etc. Local government can shut them down permanently, a"
95013,REAL,@CDCDirector I trusted the CDC fully until your newest school guidelines. You’ve now sold out to anti-Science Trump. The death of is great institution has occurred! #CDCsoldout
95014,REAL,@ABC2020 What is a coronavirus? Why is it so different from the flu and pneumonia?
95015,REAL,"Coronavirus Daily Digest: March 24, 2020"
95016,REAL,"Thanks, everyone who didn't enforce safety regulations at restaurants and bars! Congrats, everyone who packed in to those establishments without masks! You are the reason 19 California counties can't have nice things. https://t.co/ddrVfbWmRA"
95017,REAL,"Fidel Castro:
""Cuba does nt launch bombs against other countries.We do nt hv nuclear,chemical or biological weapons.

We hv ten thousands of SCIENTISTS &amp; DOCTORS,whch wer educated to save lives.

#COVID19SouthAfrica 
https://t.co/IS4OQuGb2A"
95018,REAL,"@cnni @TheWarMonitor Maybe this is dumb, but why not just put them in the UV light sanitizers that they probably already have?"
95019,REAL,@Unlocked_UK_ Only Paedophiles voting yes ..
95020,FAKE,@YahooNews Lol
95021,FAKE,"The federal government is �preparing to mobilize the national guard,� �dispatch them across the US with military� and �announce a nationwide 1 week quarantine for all citizens.�"
95022,FAKE,@DrChrisNorthrup I am myself against any #vaccine but I also want to share the truth: https://t.co/WlbYCg21vF
95023,REAL,"@alihusaini @yogrishiramdev @Ach_Balkrishna @bst_official @PypAyurved @pyptharidwar @Sadhvi_Devpriya @swabhimani1 @tijarawala @rakesh_bstpyp @sureshpys पतंजली इस फर्जी दवा से  कमाएगी,मतलब एक द�"
95024,FAKE,"@DrChrisNorthrup Delete 
Fake news"
95025,REAL,"Masks no longer required in West Wing, McEnany says https://t.co/qx5rOWy2Lk https://t.co/KMAgyn2KbF"
95026,FAKE,@irlety36 @SandyStuthers Are we being freed from the New World Order right before our eyes?
95027,REAL,@ECMcLaughlin How about protecting breathing people soldiers included !
95028,REAL,News: Wuhan study shows lying face down improves breathing in severe COVID-19 - https://t.co/pk5Wg8rCS8
95029,REAL,"@riseupmelbourne I think what you’ve said is interesting but it’s cutting the facts short. Just because it’s 3 times as contagious, doesn’t mean it’s gonna infect three times as many people. This is due to the fact we’re limiting the spread, w"
95030,REAL,"@EcobSue @JOE_BIDEN_USA Thank you for kind words. I appreciate the interest from other countries, I didn't realize you weren't in the US or I might have gone into more depth, I assumed you knew all this firsthand. I get 250+ calls a day at work for medica"
95031,REAL,@kallipearl My thumb fell off from scrolling.
95032,REAL,"Q: Is it safe to receive a letter or a package from #China?
A: Yes, it's safe. People receiving packages from China aren't at risk of contracting 2019-nCoV.
From previous analysis, we know coronaviruses do not survive long on objects, such as letters or packages.
Reported by WHO https://t.co/SbKr534ZyV"
95033,REAL,NIH Clinical Trial of Investigational Vaccine for COVID-19 Begins https://t.co/B9RWZIzOiJ
95034,REAL,Should you get groceries delivered? Wash them? Tips for safe food shopping amid fears. https://t.co/PP2en8XVPN
95035,REAL,Australia will ask United Nations to Ban China’s Wet Markets Current Affairs 2020 https://t.co/UrW3uFSXYo #UPSC
95036,REAL,@maddow Don’t expand social circles. For weeks we (in BC) were only allowed to be with people in our own household. Then we were allowed to increase our social circle 2-6 people. “These rules for safe social interactions must continue to be maintained
95037,REAL,@anitabernal8 noniná jajajajaj pa flipar nena
