index,category,text
65000,REAL,"Managing Newborns of Mothers With COVID-19: Clinical Practice Guidelines (AAP, 2020) https://t.co/jPFcLBm766"
65001,FAKE,"I just saw Trump say, ""If we stopped testing right now, we'd have very few cases, if any.""

How can his supporters not be embarrassed to back such a complete and utter moron?"
65002,REAL,"What are the symptoms of #coronavirus infection?

According to @WHO, it depends on the virus, but common signs incl. respiratory symptoms, fever, cough, shortness of breath &amp; breathing difficulties.

In more severe cases,it can cause pneumonia, severe acute respiratory syndrome.."
65003,REAL,Higher Mortality Rate in Ventilated COVID-19 Patients https://t.co/tMTNLOTojC
65004,REAL,"PDI a global leader in infection prevention products and solutions, today announced the acquisition of a majority share of Tru-D® SmartUVC, a pioneer in the UVC disinfection industry, and maker of the first UVC robot.
https://t.co/J3awUgnds7 https://t.co/RMPZ2PgwWv"
65005,REAL,"COVID-19 Daily: US HCW Infections and Deaths, CPR Guidance https://t.co/twcIYwre5O"
65006,REAL,"▪️There are claims on social media that 5G is responsible for COVID-19. Other claims are that 5G weakens people’s immune systems, making them susceptible to COVID-19.

3/6"
65007,REAL,"What is Herd immunity ? &amp; How is it achieved ?

https://t.co/N3IVmDa8Uo"
65008,REAL,@RAFrenzy Bingo!
65009,REAL,@TIME Good information to have. Thanks.
65010,REAL,"Heroism is the principle of really pushing ourselves, being more ambitious, and encouraging others to put themselves out there and do the same. It is one of the main Jesuit values, and it is an inspiring mindset to possess! #JV343"
65011,REAL,"""I cannot overstate how critical this is"" ... she says be mindful of what our bodies are telling us stay home if we have any symptoms."
65012,REAL,"PQ TECHNO(JAPAN)

Amino Area help in protection from Corona virus.

Common signs of infection include respiratory symptoms,fever,cough,shortness of breath&amp;breathing difficulties. In more severe cases,infection cause pneumonia,severe acute respiratory syndrome,kidney failure&amp;death https://t.co/PSZ7P13HQ3"
65013,REAL,"Malaysian virologist says origin of novel coronavirus in wildlife
https://t.co/Th880fWTWz
Animal to human transfer of the virus is totally speculation."
65014,REAL,"A long time coming! Hopefully the first of many! Thank you for all of your help and motivation along the way, @RouseInLeHouse @Day_Mac3 🙏🏼 

Optimizing pharmacist-driven protocols and documentation of interventions using clinical decision support systems https://t.co/GmhNCCLeYo"
65015,REAL,Investigational Chimp Adenovirus MERS-CoV Vaccine Protects Monkeys | NIH: National Institute of Allergy and Infectious Diseases https://t.co/qqISluS4ua https://t.co/rgdlmUjtDX
65016,REAL,@MarkWarner @harrygod But her emails.
65017,REAL,Can steroids be used in the elderly/children/pregnancy?
65018,REAL,"@WHO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO What else is China saying, Mr. Official Spekesperson?"
65019,REAL,"Q: Can COVID-19 be spread through coins and banknotes?
A: There is currently no evidence to confirm or disprove that  coronavirus can be transmitted through coins or banknotes. https://t.co/WL10qD0xJk"
65020,REAL,"Engineered virus might be able to block coronavirus infections, mouse study shows https://t.co/Ve2Kfbnwvt"
65021,REAL,@NCDCgov @Fmohnigeria @FMICNigeria @WHONigeria @PTFCOVID19 @DrEOEhanire @AfricaCDC @OGSG_Official We are not please tbh 🙄
65022,REAL,@HeraldPE @kwancumisa 💃🏼💃🏼💃🏼
65023,FAKE,@AllisonCroghan Someone who can’t grow facial hair is probably behind this agenda.
