index,category,text
10000,FAKE,https://t.co/W71V3em9wj A ‘High-Level Exercise’ Conducted 3 Months Ago Showed That A Coronavirus Pandemic Could Kill 65 Million People #coronarovirus
10001,REAL,COVID-19 Registry Launched to Track Pregnant Women and Newborns https://t.co/8swHmj9Kkk 11th April 2020
10002,REAL,@WHO @WHOWPRO @WHOSEARO @WHO_Europe @pahowho @WHOEMRO @WHOAFRO How effective is #Chinese money in not declaring an #epidemic ????
10003,REAL,Health and Social Care Secretary's statement on coronavirus (COVID-19): 1 May 2020 - https://t.co/Bvoo1aevJe https://t.co/dlKT9OJ8JM
10004,REAL,"About time (and with Fauci's support, which is interesting. Either Trump turned him, or is managing him successfully):    NIH begins clinical trial of hydroxychloroquine and azithromycin to treat COVID-19 https://t.co/GtW93pA0o6"
10005,REAL,"481. ladies, https://t.co/bdspjePtMA"
10006,REAL,"There are a lot of #conspiracy theories about #COVID19 #2019cov running on the web. (as always) - read twice and check the facts. Aliens did not create that Virus also not the Illuminati.

Experts condemn 'rumors and misinformation' about coronavirus

https://t.co/XWbVfVcpFR"
10007,REAL,"@DrSemos92 First Case of COVID-19 Presenting as Guillain-Barré Reported

https://t.co/7tBVPRhGu4"
10008,REAL,"Trying to find ways to not be a face toucher?  
My husband's large office workplace had a confirmed case of Coronavirus in AZ.  
#COVID19 #Coronavirus #CoronaOutbreak  
You Probably Touch Your Face 16 Times an Hour: Here’s How to Stop https://t.co/lUOuGUy4xC via @healthline"
10009,REAL,Phage capsid against influenza: Perfectly fitting inhibitor prevents viral infection https://t.co/6Zy96PWNLw #innovation #nanotechnology #nanoparticle #cell #infection #virus #drug #research https://t.co/fZsu9uL2BK
10010,REAL,@alejandrocsome Feliz cumple!!! 🎉
10011,REAL,New coronavirus stable for hours on surfaces | National Institutes of Health (NIH) https://t.co/0kcgdY63Vx
10012,REAL,@lf_timmy TOXIC
10013,REAL,"@gallugara @CTVNews No sympathy for those who left Canada after March 1st. They chose to ignore the warnings, and should get back home on their own dime whenever they can. Been saying this for 2-3 weeks, regardless of foreign country or skin colour involv"
10014,REAL,@kimhthai Are they paper napkins?
10015,REAL,@NicoleBarbaro Why did the human pair-bond evolve?  The woman gets a long-term partner who can deter unwanted attention from lower mate value men (mate guarding).  Whilst the man gets guaranteed sex with a higher mate value partner than he could obtain fo
10016,REAL,"@learnfromerror @Medscape Two things. 1) Flu has already killed 174 kids this season and I'm saddened that nobody much cares https://t.co/9ggRFMkEVU

2) The claim that all COVID-19 deaths are confirmed via testing is false. Here's CDC guidance on death ce"
