index,category,text
60000,REAL,@WJHG_TV Try closer to weeks.
60001,REAL,NIH halts clinical trial of hydroxychloroquine https://t.co/uLc7EBBXBR
60002,REAL,"#Everybody - we must #PlanktheCurve for Canada!
#PhysicalDistancing: keep 2 metres away from others; no visitors, no playdates
#WashYourHands well &amp; frequently
Disinfect surfaces &amp; high touch objects
#COVID19 #StrongerTogether #FlattentheCurve https://t.co/7cXARJzOVm"
60003,REAL,Off-the-shelf tool for making mouse models of COVID-19 https://t.co/dIGmWzXG7R
60004,REAL,COVID-19 a reminder of the challenge of emerging infectious diseases https://t.co/VfO5tMDBgt
60005,FAKE,"@DrChrisNorthrup Interesting. The response for death: there may have been underlying conditions causing death. The volunteers would have been properly vetted prior to accepting them in the trials.. with other xaxx, reactions/injury they are never due to v"
60006,REAL,"COVID-19 vaccine candidate shows promise, research shows - https://t.co/t7RAkUVgV8"
60007,REAL,"Want to help, but don’t know how? Listed in the next few tweets are helpful resources on how to talk about &amp; manage your stress regarding the COVID-19 outbreak: 1. How to talk to kids about the corona virus: https://t.co/BP2dtgpYaB"
60008,REAL,"@TheShawn4Real @TGLucasC @GGPixi And where exactly are these ""inflated numbers"" coming from.  Where's your source for that.  All my numbers are coming from sites you can verify with, and are confirmed."
60009,FAKE,"#MoscowMitch yesterday: ""Clearly the Obama administration did not leave...any kind of game plan for something like this.""

#MoscowMitch today: ""I was wrong. They did leave behind a plan. So I clearly made a mistake in that regard.""

Why'd it take 4 mnths to know there WAS a plan?"
60010,FAKE,@LibertyLover01 @DoctorTro LOL... no sense of communal good. Shame.
60011,REAL,"#ScholarshipinKorea alert 🚨 
[Fully Funded]
KOREAN GOVERNMENT SCHOLARSHIP-DAEGU GYEONGBUK INSTITUTE OF SCIENCE &amp; TECHNOLOGY
-Deadline: July 9, 2020
-Further information: https://t.co/ozaUvessUp
-Published by @apyouths.secretariat Prgram by DGIST #scholarship #fullyfunded #korea https://t.co/ARVMZ9cvEM"
60012,REAL,Russia Claims They Have a COVID-19 Vaccine: Why You Should Be Skeptical
60013,REAL,COVID-19 Vaccine Will Probably Require Two Doses https://t.co/3AdKKT9inH from @WebMD
60014,REAL,How 4 U.S. Cities Helped Slow Coronavirus Spread https://t.co/t8Qsak85Rv Health#worldnews #news
60015,REAL,@NPR S.  I. G.  H.
60016,REAL,@ProfLWiley @SuchiPahi Not sure how this could even conceivably apply to abortions given that they are generally not in-hospital procedures (and therefore wouldn't deplete hospital capacity to fight Covid)
60017,REAL,Dr. Jasmin encourages attendees to keep in contact with friends and family and not keep emotions bottled up inside. Young people should reach out to older people and vice versa. If you do feel overwhelmed you can call 311 and ask to be connected to mental health services.
60018,REAL,It has been an honour working with  Prof Bhaswati Patnaik (Psy) and Prof Navaneeta Rath (Soc) on this FAQ wrt Serological Antibody Test in @bmcbbsr for #COVID19 @HealthCheck_in @IndiaSpend @WHO @ICMRDELHI @utkaluniv01 @NCDS_BBSR @HFWOdisha @IPR_Odisha https://t.co/DFZ08n9FiP
60019,REAL,"Criticising the premier for ""taking the death rate lightly"", @BBhuttoZardari said: ""Somebody should ask the prime minister what is an acceptable percentage of death rate at which we can take steps to save people."""
60020,REAL,"First U.S. coronavirus death happened weeks earlier than originally believed

https://t.co/5R2fK0DRuo"
60021,REAL,COVID-19: Low risk of coronavirus spreading through tears https://t.co/TRpFucyaBW
60022,FAKE,"@ConflictsW @Lealokkk @Global_Mil_Info @DewsNewz @ISCResearch @CNN @DrTedros @PolishPatriotTM @OffLimitsNews @Millie__Weaver @LanceAndrews 43 people identified as close contacts of coronavirus patient, Snohomish County

#CoronaVirus
#WuhanFlu
#2019nCoV

h"
60023,REAL,"Combination drug treatments for COVID-19 show promise in cell culture tests: Clinical testing should be an urgent next step, researchers say https://t.co/sKALogyPYt"
60024,REAL,"#Covid19

Did you know that Paper Towels are better than air dryers to stop virus spread?
---&gt; https://t.co/D1RyqZFON0 https://t.co/usEj7M7gCc"
