index,category,text
15000,REAL,@Nursingandemer1 90 👍
15001,REAL,"Reposted from who Q: How can I grocery shop safely in the time of #COVID19?

#coronavirus #KnowtheFacts  - #regrann @ Orlando, Florida https://t.co/KrIEI8bjRs"
15002,REAL,"@HailRevan She giggles again, taking her sight droid and placing him on her shoulder. 

""I haven't been a Padawan in 10 years."" She says gently."
15003,REAL,@MANASA96592377 Be safe
15004,REAL,@Jonibunni1 Thx yous! 😍
15005,REAL,@Werner_deGier @Qwerty_Soda What do they eat?
15006,REAL,@Oliver_wine i’m halfway through the album and i absolutely adore it!
15007,REAL,"Why? Washing your hands with soap and water or using alcohol-based hand rub kills viruses that may be on your hands.
Maintain at least 1 metre (3 feet) distance between yourself and anyone who is coughing or sneezing.
Why?"
15008,REAL,How People Are Practicing Healthier Behaviors in the Face of COVID-19 https://t.co/XT6C0Gy7SX https://t.co/k253MlC61i
15009,REAL,News: NIH launches analytics platform to harness nationwide COVID-19 patient data to speed treatments https://t.co/uCF6iwYqIf
15010,REAL,@lorenzo_lima13 Agr é tarde fei
15011,REAL,@asymmetricinfo cc @RELenski @sociovirology any ideas or pointers?
15012,REAL,COVID-19 #Test That Relies on #Viral Genetic Material Gives False Negative Results if Used Too Early in Those Infected | Social Reach: Low https://t.co/qedpPVk8xk
15013,FAKE,@davidicke This guy is Evil https://t.co/tHDBHopfPW
15014,REAL,"@DrRodRohrich @WebMD I would accept a does a month, if we could get the #country #world and #business back on track. 💪"
15015,REAL,"@caparc @AshOrg Editorial: Nicotine and SARS-CoV-2: COVID-19 may be a disease of the nicotinic cholinergic system
https://t.co/Oh0yOo7KW0"
15016,REAL,@unisa When can we expect exam results?
15017,REAL,"@ECMcLaughlin Well c'mon now, what's more important?"
15018,FAKE,COVID-19: Chinese health authorities confirm patient zero 'had sex with bats' https://t.co/mo0bNWzbrV
15019,REAL,Supercomputer Simulations Present Potential Active Substances Against Coronavirus https://t.co/SGuQpbOIGY
15020,REAL,Is COVID-19 airborne? https://t.co/BIQjNTnCp9
15021,FAKE,Wisconsin is �clearly seeing a decline in COVID infections�.
15022,REAL,"(COVID-19 Antibodies Can Disappear After 2-3 Months, Study Shows) has been published on The Globe - https://t.co/IJF7Hh2LHf"
15023,REAL,People who smoke may have more receptors for the new coronavirus https://t.co/6DtVoVJvFL
15024,REAL,@Gidi_Traffic @Austynzogs But can we go to all dis countries ??
15025,FAKE,Gold Coast Hospital Staff Roll In A Wilson Volleyball To Keep Tom Hanks Company In Quarantine — The Betoota Advocate https://t.co/Nf6tdTmdI0
15026,REAL,"Interesting. Oxford modellers come up with different model than Imperial: half the UK population may be infected already, mostly asymptomatic. If so, it may mean a sudden surge in cases but a much shorter pandemic. We need tests of the immune response! https://t.co/97Jnwk3Aq2"
15027,REAL,"@sandyshaner89 @CarolOfNJ @KathLuvsRU @LMM1062 @GovMurphy I'm from North Jersey, so it doesn't.  The war is real between us."
15028,REAL,"Does anyone have insights on why there are still no results for validation studies of rapid tests? Or at the very least, when can we expect results? Really hard to push back on the LGU's demand (esp due to national directives) for RATs, so might as well procure the best one."
15029,REAL,Nursing Homes Are Ground Zero for COVID-19 https://t.co/9sSnsT0oti
15030,REAL,"Doctors, your thoughts?
Are blood clots to blame for COVID-19 deaths? https://t.co/1KSMqQhUnX via @healthline"
15031,REAL,@swaqasf5 Too many bad reviews on App Store
15032,REAL,"@_atanas_ I wrote a post with diet ideas for soothing an inflamed GI tract. The reference list is still a work in progress. 

ACE2, Diarrhea, &amp; COVID19 – it gets complicated.
https://t.co/NVsmm5ANCj"
15033,REAL,"@DissidentScot @Bryson1989 @vigneshr11 @Surgeon_General @WhiteHouse Someone else just explained, reading comprehension is fun yaknow"
15034,REAL,"As a public service, Silver Cross Hospital &amp; Shaw Media will provide open access to information related to the COVID-19 (Coronavirus) emergency. https://t.co/WarXkoEJEx"
15035,REAL,@nisseyrussell @DeItaOne Ji https://t.co/GZFbjyZBFa
15036,REAL,Tracking Antibody Profiles for Influenza Exposures Across the Lifespan
15037,REAL,"@nabsnotes @BTS_twt Hi! I’m 47. 🇺🇸in🇬🇧 I’m an indie kid from back in the day, fave band besides BTS is Blur. I’ve been ARMY since April 2019. My bias is Yoongi. Bias wreckers are Namjoon and Jin."
15038,REAL,"Drought, climate change, even future pandemics - those are all things that are going to happen, says @BillAulet. #SOIBOS"
15039,REAL,@Sseunkolade 133 million jobs?
15040,REAL,@nedudadi @NCDCgov @GovBauchi @OfficialOSGFNG @GarShehu @PTFCOVID19 @AfricaCDC @DrEOEhanire @Fmohnigeria @FMICNigeria @WHONigeria @nighealthwatch Reply DM bros
15041,REAL,Can Clothes and Shoes Track COVID-19 into Your House? What to Know https://t.co/i8CqmHL6BJ via @healthline
15042,FAKE,@PamelaGeller She's toast. Try to stop me and my shotgun from gardening.
15043,REAL,"GENUINE QUESTION? 🤔

5G is being installed across Australia during the lockdown. Some residents are so concerned that they breaching lockdown laws to stop Telstra workers from completing the installation.

Should I be concerned with this new technology?

https://t.co/3Lcmrqx1xl"
15044,FAKE,"@GilesMacDonogh My 80yr old father would love to hear this.  I actually think that's how my dad and his dad were so healthy.  They could drink anyone under the table.  The first time they met my dad's sisters boyfriend, that's what they did to him.  He wa"
15045,REAL,1 in 10 Hospitalized Diabetic COVID Patients Dies https://t.co/BFnkDdYed5
15046,FAKE,@_Mississipp1_ Benedict in no longer the Pope and should shut it.
15047,REAL,"@Do_IT_Cooler https://t.co/bbmy9YALMt.not.the.problem

We have trust issues"
15048,REAL,"Q: Are antibiotics effective in preventing and treating the new #coronavirus?
A: No, antibiotics do not work against viruses, only bacteria. https://t.co/pye9rQ0SoU"
15049,REAL,"@Werner_deGier @ChillyVapor You think cause they slow you don't have to worry about them escaping, but hell if they aren't determined and will super escape when you ain't looking"
15050,REAL,Drug meant for Ebola may also work against coronaviruses: Understanding how drugs work is an important step in developing new treatments for COVID-19 https://t.co/z7gfkHkyup
15051,FAKE,Cuomo considers banning cigarette sales for six weeks amid Coronavirus outbreak: https://t.co/q7dnoim67q
15052,REAL,@Illumix MY FAVOURITE SKIN SO FAR !
15053,REAL,COVID-19 patients experience neurological symptoms https://t.co/B4APcfHLD9 via @healthline
15054,REAL,New study on COVID-19 estimates 5.1 days for incubation period: Median time from exposure to symptoms affirms earlier estimates and supports CDC's current 14-day quarantine period https://t.co/vlFyARehZN
15055,REAL,Evolution of pandemic coronavirus outlines path from animals to humans: The virus’s ability to change makes it likely that new human coronaviruses will arise -- ScienceDaily https://t.co/XzafknqLiN
15056,REAL,"@JackPosobiec Second question. How many people got the virus, were asymptomatic the entire time, and never knew?

These two questions make up a LOT of people."
15057,FAKE,Flu Vaccine Increases Coronavirus Risk 36% Says Military Study https://t.co/WvzB5w9kUL
