index,category,text
40000,REAL,"And to be fair, in theory it would have been an interesting question to explore back in March: are we sure they help? But we did not have a EU-sized laboratory nor the time to get data in. We had to act first. All we had is a control group, Sweden, which did not do very well"
40001,REAL,@JackRea08920800 @OU_Athletics @OU_Football This is false.
40002,FAKE,"Saying that Trump bailed out Wall Street but not Main Street got this video ""demoted"" on Facebook? https://t.co/Q4QwIu28Ex"
40003,REAL,NIH clinical trial of investigational vaccine for COVID-19 begins https://t.co/8g88rDuIiu
40004,REAL,@SKUsa11 @CNBC Not if your governor is #KillerKemp
40005,REAL,No Hydroxychloroquine Benefit in Randomized COVID-19 Trial https://t.co/lLSsE1YVEk
40006,FAKE,@LibertyLover01 @DoctorTro Both. If everyone wears masks instead of being selfish... then we're even better off.
40007,REAL,"@WalidMaani #اضمن_النجاح_بقدم_فاينل
#الكل_ناجح
#كورونا_الكل_ناجح
#ناجح_تلقائي_انهاء_الفصل"
40008,REAL,"Hey, @marynmck gets a shout out from Prestige Ameritech Mike Bowen for telling him about the Greek myth of ""Cassandra.""

""She's been one of my sisters in arms on this.""

#RickBright #masks #COVID19 #pandemic #BARDA"
40009,REAL,Does putting on sesame oil block the new #coronavirus from entering the body? https://t.co/2sO0U1oewd
40010,REAL,NIH clinical trial of investigational vaccine for COVID-19 begins https://t.co/TvyMw90zpk
40011,REAL,"Postponed Surgeries Resume, Stretching Hospitals https://t.co/TkBIBodPPH https://t.co/AaFSznI77A"
40012,REAL,"Coronavirus: Coping with lockdown on poor broadband - BBC News https://t.co/FVbCbtzZXF 
  
Households across the country are finding their broadband connections pushed to the limit as families in lockdown try to work, educate and entertain themselves online."
40013,REAL,"@ReJennerating The daily NSW numbers for 'locally acquire, contact not identified' here https://t.co/MIKULSFxPb is at odds with the figure gleaned by subtraction of the previous days stated total from the current days stated total from here https://t.co/F"
40014,REAL,NIH Clinical Trial Shows Remdesivir Accelerates Recovery from Advanced COVID-19 | NIH: National Institute of Allergy and Infectious Diseases https://t.co/PGniHgsTzZ
40015,REAL,"The Undersecretary of Commerce and Industry: Direct import of foodstuff is being carried out from 36 ports in 40 countries. 

@OmaniMOH
#CoronaUpdate
#عمان_تواجه_كورونا"
40016,REAL,Loss of Smell and Taste Validated as COVID-19 Symptoms in Patients with High Recovery Rate https://t.co/NGGB6qIuQ4
40017,REAL,NIH clinical trial shows Remdesivir accelerates recovery from advanced COVID-19 https://t.co/dGHVJkQLvV
40018,REAL,At the same time he received theatre education at the Cegerxwîn Academy. He has been working in the field of theatre for the past 10 years and has been an actor at the Yekta Hêvî Theatre of the Mesopotamia Cultural Centre.
40019,REAL,CDC Gives New Recommendations to Safely Reopen Amid COVID-19 https://t.co/iedKmleUm1 via @healthline
40020,REAL,Pangolins may possess evolutionary advantage against coronavirus  -  The exotic animal's genome could point to possible treatment options for COVID-19 in humans https://t.co/fL79MBWLl1
40021,REAL,This is what happens when a multimillionaire has literally run out of BS lines to generate clicks and views to sell his wide range of survival products... https://t.co/3TaFznPClO
40022,REAL,"@dotp1971 @BarberSox If we were really thinking of others, then you would know that this lockdown is going to negatively effect more lives than the actual virus itself. Anyone who understands the economy would understand that. Save the few to destroy the "
40023,REAL,Assange is currently detained in the United Kingdom on an extradition request from the United States.
40024,REAL,"“What is macalester doing with regards to ventilation?” The number of air exchanges have increased, and bathrooms will have adjusted HVac systems"
