index,category,text
25000,REAL,@Channel4News Is it just me or is this blokes head not correctly attached to his body?
25001,REAL,"COVID-19 Registry Tracks Pregnant Women, Newborns https://t.co/WSZbo1hUCR via @medscape"
25002,REAL,"New #coronavirus stable for hours on surfaces according to a new study by #NIH, #CDC, #UCLA and  #Princeton Univ scientists in The New England Journal of Medicine. #COVID19 https://t.co/t4NNoeKc7B https://t.co/lX5FUpgnoR"
25003,REAL,"COVID-19 Daily: Hospitals Struggle, Revisiting Vent Protocols - Medscape https://t.co/DDRd5pi4Em https://t.co/ypGNEzxCcj"
25004,REAL,"50% of the adult U.S. population now has pre-diabetes or frank #diabetes. Unfortunately, the risk of Death from #Covid_19 is  Four Times Greater for Those with #Diabetes
https://t.co/SeWmjj3chZ.

@WDD @FnnngPatricia #FlattenTheCurve https://t.co/sPU37c5x90"
25005,REAL,Severe COVID Ups Odds for Heart Conditions 10-Fold https://t.co/5TxRYdtrSp
25006,REAL,"“The individual works for the National Institute of Arthritis and Musculoskeletal and Skin Diseases” 

in case anyone was worried this was Fauci

NIH Reports First Known Employee with COVID-19 Infection https://t.co/1Dh4oxIA38"
25007,REAL,@ProfSteveField @Atul_Gawande Any trials of herd immunity in the UK.  How do you know if you have any herd immunity when no testing of the public is taking place?
25008,REAL,"We're not asking to cancel these exams, We just want it to be postponed. Students who cannot travel cannot afford backlogs. 
Many students have to come from containment zones. What should we chose health,life or semester exams??
#justiceforkslustudent
#BSYediyurappa
#BSYbjp"
25009,REAL,"Tips for safe grocery shopping during coronavirus pandemic
https://t.co/5UhvbsR8L3
+1 VigorBot #Health"
25010,FAKE,"@Trodlabundin Damacana varken yarasayı tercih etmek... olmadı, yakışmadı Çinli arkadaş."
25011,REAL,@dyala_alsumeiri i get women go through struggles that we don't but check the replies she's deadass invalidating shit and refuses to acknowledge any struggles
25012,REAL,@TIMEHealth Interesting the more youthful the more distressed. After all they and their children will be the ones to live the longest in the “new normal” technocratic panopticon.
25013,REAL,NBA to Use High-Tech Rings to Help Detect COVID-19 https://t.co/pJVxtGpZSF from @WebMD @NBALatam
25014,REAL,"Protect yourself and others!
Have a close contact
with anyone, if you’re
experiencing cough
and fever
Touch your eyes,
nose and mouth Spit in public.

What is COVID-19?
COVID-19 is a disease caused by 
the “novel… https://t.co/IltvXBLBKM"
25015,REAL,"Cancer Drug, Tocilizumab, Might Help Curb Severe COVID-19 https://t.co/NaSsWNOx7E"
25016,REAL,Clues to COVID-19 coronavirus's vulnerability emerge from an antibody against SARS: Likely site of vulnerability on SARS-CoV-2 virus determined https://t.co/tYS56FaJNr
25017,REAL,@DingoTech @connor32372940 @CStar_OW But as an encapsulated virus it survives on the surface and you inhale it thru the pores of the mask thus ineffective.
25018,REAL,"2.Weekly surveillance of staff in care homes with no positive cases + some residents as part of sample surveillance testing using 480 tests per week through Social care portal
3.Remaining tests through Employer portal and access to the mobile testing units/regional testing unit"
25019,REAL,New coronavirus stable for hours on surfaces https://t.co/3uVIT9vpYE
25020,REAL,@AdamRackis Except it really isn’t. You are sharing a bunch of data about a virus that has barely any testing whatsoever in order to make any sort of concrete absolute claims about it. It’s like you are a end-user of software guessing what the source 
25021,REAL,"Structure comparison and sequence alignment suggest that the mode of substrate RNA recognition and #remdesivir inhibition of #RdRp is highly conserved in divers, #RNA #viruses, providing a basis for designing broad spectrum antiviral drugs based on #nucleotide #analogs #Covid_19"
25022,REAL,@katemeredithp Are you still having fevers? 😕
25023,REAL,What is herd immunity and could it work with COVID-19? https://t.co/ANojXfoniT
25024,REAL,1st-Known U.S. Lung Transplant For COVID-19 Patient Performed In Chicago https://t.co/Gf1aMJzypd
25025,REAL,Blood Clots Are Another Dangerous COVID-19 Mystery https://t.co/u46V2nthhf https://t.co/s4JzjkE6Kq
