index,category,text
70000,REAL,Can regularly rinsing your nose with saline help prevent infection with the new coronavirus? https://t.co/ksAXBDKQsb
70001,REAL,"However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  

#WHOWhatsapp"
70002,REAL,Individual response to COVID-19 'as important' as government action https://t.co/Uvh8ayMHQ4 https://t.co/3ghrLJIud2
70003,REAL,"Corona Myths Buster (Part1)

Q1.COVID-19 Virus is not Transmitted in areas with Hot climates 
A) COVID-19 Virus can be Transmitted in Areas with Hot and Humid Climates
The best Way to protect yourself is frequently  cleaning your hands"
70004,REAL,As children we need to make a voice not noise to be heard. There are ways to speak out when to be heard.
70005,REAL,CDC adds six new symptoms to the COVID-19 list. Watch out for these - Times of India https://t.co/epS2b5da0I via @GoogleNews
70006,REAL,@TheView Thank you @TheView you continue to be a shit show. TDS at it’s best!
70007,REAL,Why hand washing really could slow down an epidemic https://t.co/n7HE2dSe6B #handwashing #handwash #water #health #ecofriendly #carwashing #washingtonvillecarwash #handhygiene #washingtonvilleny #soap #peru #energy #steamcleaning #gogreen #handwashonly #carwash
70008,REAL,"Idiocy. Masks no longer required in West Wing, McEnany says https://t.co/fknuIXjOdA"
70009,REAL,"Telling a nurse, who has been fighting day &amp; night to keep people alive and whose job it is to protect your dumb trash ass, to “go to China” because all you watch is cult TV &amp; insane conspiracy videos, is more batshit crazy than I can take on this Sunday night. https://t.co/7SvCPFq2eT"
70010,REAL,Lessons From the HIV Epidemic for the COVID-19 Pandemic https://t.co/wQPsU6EMGy
70011,REAL,"'Psychological Distress' Has Tripled in U.S. During Pandemic, Survey Shows https://t.co/eNLwhurKg6"
70012,REAL,"Hope @johnkrasinski gives shout!

 Little Boy With Cystic Fibrosis Beats Coronavirus
https://t.co/UMpyoS4Gwv"
70013,REAL,@daktari1 is Covid-19 airborne?
70014,REAL,#Coronavirus: first death outside China recorded in Philippines as total fatalities pass 300 https://t.co/O2ugb996ZZ
70015,REAL,"@WestminsterWAG @bmj_latest Thanks, Sarah. 
Ps. Is this the official start of the blame-shifting for the govt overseeing the highest death toll in Europe?"
70016,REAL,Q: Is it safe to receive a letter or a package from China? https://t.co/Vc88cvWjGw
70017,REAL,40–45% who contract new coronavirus are asymptomatic https://t.co/S57sfrRuab
70018,REAL,"COVID Spreads Quickly in Crowded Homes, Poor Neighborhoods: Title: COVID Spreads Quickly in Crowded Homes, Poor Neighborhoods Category: Health News Created: 6/23/2020 12:00:00 AM Last Editorial Review: 6/23/2020 12:00:00 AM https://t.co/3Oa9GXQbV6"
70019,REAL,"@WHONigeria @WHO @WHOAFRO @BrakaFiona @CWarigon @DrDebola @DhamariNaidoo @ibrodoc_03 @Fmohnigeria @FMoCDENigeria Why these mix messages that ""WHO"" keeps sending out. One minute you say wear masks and now you are advicing not to wear masks, as it might cau"
70020,FAKE,"The recipient of a fake award speaks irresponsibly? No one can be surprised.

Overhyped Coronavirus Weaponized Against Trump - The Rush Limbaugh Show https://t.co/jnLHypb3us via"
70021,REAL,Cleveland Clinic Akron General to open COVID-19 testing site in Akron via News 5 Cleveland https://t.co/DIlqMQ8Scn
70022,REAL,Remdesivir prevents MERS coronavirus disease in monkeys https://t.co/tTN9nF7ciy via @medical_xpress
70023,REAL,New #coronavirus stable for hours on surfaces https://t.co/qqPE1DB8zx https://t.co/k4Bg6QIpDC
70024,REAL,"COVID-19 linked to cardiac injury, worse outcomes for patients with heart conditions https://t.co/O88OqADk3Y #COVID19HeartDisease"
70025,REAL,"📣 MARKET IMPACT
Texas Gov Pauses Economic Reopening As Florida, Arizona Report Latest Batch Of Infections: Virus Updates
https://t.co/U6zAugmDyu #forex"
70026,REAL,"Before Feb. 7 (🇺🇸 11/0):
-@CDCgov makes its test available and begins shipping to public health labs 
-All US airline flights to/from Wuhan have been discontinued
-@PHEgov convenes meeting on supply chains 
-@CDCgov posts guidance for businesses/employers."
70027,REAL,@NOS Aerosol Scientist: COVID-19 Is Likely Airborne https://t.co/sgUe6PdswP from @WebMD
70028,REAL,Hypochondria and COVID-19: Managing health anxiety
70029,REAL,"""WikiLeaks obtained and published emails from a data breach committed against an American intelligence consulting company by an “Anonymous” and LulzSec-affiliated hacker.  According to that hacker, Assange indirectly asked him to spam that victim company again."""
70030,FAKE,Vatican confirms Pope Francis and two aides test positive for #Coronavirus https://t.co/NTSmY3bUh8
70031,REAL,"#Coronavirus: Scientists could repurpose drugs to treat infection
New research zooms in on several antiviral drugs that scientists could repurpose to treat infections with the novel coronavirus. teicoplanin, oritavancin, dalbavancin, monensin, and emetine.
https://t.co/50R1rAVDlh"
70032,FAKE,On next we’ll meet the man who claims he can 'cure' homosexuality in men. Any thoughts?
